file,label,score 
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\275170_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\275182_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2751904_0.jpg,F,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2752200_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2752772_0.jpg,M,0.66
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\27527_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\27532_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2753778_0.jpg,M,0.93
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\275468_0.jpg,F,0.95
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\27552_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2756032_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2756032_1.jpg,F,0.71
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\275688_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\275688_1.jpg,F,0.89
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\275719_0.jpg,F,0.84
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\275719_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\275847_0.jpg,M,0.95
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\276011_0.jpg,M,0.86
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\276011_1.jpg,M,0.86
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\276011_2.jpg,F,0.89
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\27623_0.jpg,F,0.76
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\27623_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\27630_0.jpg,F,0.55
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\27630_1.jpg,F,0.82
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2763790_0.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2763790_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2763790_2.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\276409_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\276428_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\276428_1.jpg,M,0.80
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\276501_0.jpg,F,0.86
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\276515_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\276529_0.jpg,F,0.72
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\27652_0.jpg,M,0.79
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\27652_1.jpg,F,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2765340_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2765340_1.jpg,F,0.90
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2765340_2.jpg,F,0.95
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\27653_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\276580_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\276580_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2766268_0.jpg,M,0.53
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2766268_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\27664_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\27664_1.jpg,M,0.73
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\27665_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\27672_0.jpg,F,0.79
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2767948_0.jpg,F,0.67
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2769184_0.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2769184_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2769184_2.jpg,F,0.56
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2769276_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\276935_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\276977_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\27697_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\27698_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2771372_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2771800_0.jpg,F,0.65
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\27726_0.jpg,F,0.87
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\277296_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\277322_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\277327_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2773898_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2773898_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2773898_2.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\277558_0.jpg,M,0.60
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\277607_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2776106_0.jpg,M,0.96
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\277663_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2776704_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\277703_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\277703_1.jpg,M,0.96
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\277744_0.jpg,F,0.89
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\277744_1.jpg,M,0.81
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\277744_2.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\277941_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\278017_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\27818_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\27818_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2782834_0.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\278291_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\278304_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\278304_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2784936_0.jpg,F,0.87
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\278500_0.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\278500_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\278500_2.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2785288_0.jpg,M,0.97
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2785288_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\278597_0.jpg,F,0.90
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\278597_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2787002_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\278723_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\27884_0.jpg,F,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2788710_0.jpg,M,0.97
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2788710_1.jpg,M,0.81
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\27893_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2790236_0.jpg,F,0.93
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\27902_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\279065_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\279083_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\27908_0.jpg,F,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\279113_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2792332_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2792332_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\279250_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\279250_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\279286_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\27938_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\27948_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\27948_1.jpg,M,0.87
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\279513_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\27951_0.jpg,F,0.81
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\27959_0.jpg,M,0.59
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\27967_0.jpg,M,0.97
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\27967_1.jpg,F,0.85
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\279695_0.jpg,M,0.85
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2797242_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\27977_0.jpg,F,0.85
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\279781_0.jpg,F,0.76
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\27980_0.jpg,M,0.59
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\27980_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\279889_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\279895_0.jpg,F,0.59
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\279967_0.jpg,F,0.86
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\27996_0.jpg,F,0.73
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\27996_1.jpg,F,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2801746_0.jpg,F,0.72
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2802136_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2802136_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\280377_0.jpg,F,0.54
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\280377_1.jpg,M,0.90
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\280424_0.jpg,M,0.94
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\280453_0.jpg,F,0.93
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\280453_1.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\280453_2.jpg,M,0.88
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\280453_3.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\280460_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\280474_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\280486_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\280486_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\280523_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\280523_1.jpg,M,0.83
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\280590_0.jpg,M,0.97
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\280653_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\280653_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\280665_0.jpg,F,0.89
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28070_0.jpg,M,0.94
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28070_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\280720_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\280720_1.jpg,F,0.91
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2807624_0.jpg,F,0.79
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2807624_1.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\280870_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2809082_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28092_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28092_1.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\280949_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28096_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28096_1.jpg,M,0.90
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28103_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\281078_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\281078_1.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\281102_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28112_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\281173_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\281173_1.jpg,F,0.53
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\281190_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\281190_1.jpg,F,0.89
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\281303_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\281303_1.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\281358_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\281358_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\281364_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28138_0.jpg,M,0.92
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2814362_0.jpg,F,0.77
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2814362_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2815030_0.jpg,M,0.67
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\281680_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\281686_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\281686_1.jpg,F,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\281724_0.jpg,M,0.67
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\281724_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2818348_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\281870_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\281870_1.jpg,M,0.71
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\281905_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\281905_1.jpg,M,0.52
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\281913_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\281913_1.jpg,F,0.60
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\281913_2.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28191_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\281924_0.jpg,F,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\281924_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28196_0.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28203_0.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\282100_0.jpg,F,0.81
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\282100_1.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\282100_2.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2821088_0.jpg,F,0.82
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\282123_0.jpg,F,0.78
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2821430_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\282171_0.jpg,M,0.60
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2822584_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2823088_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28231_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28231_1.jpg,F,0.90
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28231_2.jpg,M,0.57
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28231_3.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2823574_0.jpg,F,0.58
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2823574_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2823574_2.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28249_0.jpg,M,0.97
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28249_1.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\282515_0.jpg,F,0.91
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\282521_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2825768_0.jpg,F,0.69
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\282589_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\282593_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\282674_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\282674_1.jpg,F,0.93
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\282674_2.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\282687_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\282695_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\282698_0.jpg,M,0.92
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2827320_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2827320_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\282856_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28305_0.jpg,M,0.74
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28305_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28305_2.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283077_0.jpg,F,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283077_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283077_2.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283077_3.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283084_0.jpg,F,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283084_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283090_0.jpg,M,0.92
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283139_0.jpg,F,0.96
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283139_1.jpg,F,0.60
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28313_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28313_1.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28315_0.jpg,F,0.96
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283242_0.jpg,F,0.87
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283283_0.jpg,M,0.85
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283288_0.jpg,F,0.95
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28330_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283326_0.jpg,M,0.82
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283326_1.jpg,M,0.93
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283387_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283452_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283453_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283453_1.jpg,M,0.97
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28345_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28346_0.jpg,F,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283474_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283474_1.jpg,F,0.80
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283474_2.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283474_3.jpg,F,0.87
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283503_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283503_1.jpg,F,0.97
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28353_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28355_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28356_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28356_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28356_2.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2835958_0.jpg,F,0.66
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2836252_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2836252_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2836328_0.jpg,F,0.95
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2836376_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28367_0.jpg,F,0.92
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2837366_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2837366_1.jpg,M,0.85
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28373_0.jpg,M,0.56
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28373_1.jpg,F,0.85
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28373_2.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283832_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283832_1.jpg,F,0.97
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283856_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2838678_0.jpg,M,0.95
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283900_0.jpg,M,0.91
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283900_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283915_0.jpg,F,0.60
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283941_0.jpg,M,0.68
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283991_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283991_1.jpg,M,0.56
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283991_2.jpg,F,0.84
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283999_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\283999_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\284028_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2841572_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2841572_1.jpg,M,0.94
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\284203_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2842470_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\284329_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\284363_0.jpg,M,0.63
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28436_0.jpg,F,0.95
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2844816_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2844816_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\284490_0.jpg,M,0.96
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\284490_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\284491_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\284491_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\284492_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\284519_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2845578_0.jpg,F,0.85
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\2845780_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28464_0.jpg,F,0.80
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\284655_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\284655_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\284655_2.jpg,F,0.97
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\28471_0.jpg,F,0.78
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\284769_0.jpg,F,0.97
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\284769_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\284769_2.jpg,F,1.00
